[ 2026-06-04 22:00:36,568 ] 164 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2026-06-04 22:01:04,330 ] 16 root - INFO - Initiate the data ingestion
[ 2026-06-04 22:01:14,883 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-04 22:01:14,884 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-04 22:01:14,886 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-04 22:01:15,066 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-04 22:01:15,068 ] 18 root - INFO - Data Initiation Completed
[ 2026-06-04 22:01:15,122 ] 22 root - INFO - Initiate the data Validation
[ 2026-06-04 22:01:15,328 ] 32 root - INFO - Required number of columns:2
[ 2026-06-04 22:01:15,330 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-04 22:01:15,331 ] 32 root - INFO - Required number of columns:2
[ 2026-06-04 22:01:15,331 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-04 22:01:15,866 ] 24 root - INFO - data Validation Completed
[ 2026-06-04 22:01:15,868 ] 27 root - INFO - data Transformation started
[ 2026-06-04 22:01:15,868 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-04 22:01:15,868 ] 65 root - INFO - Starting data transformation
[ 2026-06-04 22:01:15,938 ] 48 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2026-06-04 22:01:15,939 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-04 22:01:15,980 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-04 22:01:15,994 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-04 22:01:15,994 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-04 22:01:16,006 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-04 22:01:16,010 ] 31 root - INFO - data Transformation completed
